Variant-ID	Gene-name	Family-ID	Lineage-ID	Class	Blacklisted
C2|~blaB1-383_1|blaB1-383_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_57_l241_st364_e1086_se		C2|~blaB1-383_1|blaB1-383_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_57_l241_st364_e1086_se	C2|~blaB1-383_1|blaB1-383_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_57_l241_st364_e1086_se	tetM	
C2|~blaB1-164_1|blaB1-164_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_66_l263_st3192_e3980_se1_ID=552_4		C2|~blaB1-164_1|blaB1-164_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_66_l263_st3192_e3980_se1_ID=552_4	C2|~blaB1-164_1|blaB1-164_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_66_l263_st3192_e3980_se1_ID=552_4	tetM	
C2|~blaB1-216_1|blaB1-216_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_67_l250_st33_e782_se1_ID=44098_1		C2|~blaB1-216_1|blaB1-216_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_67_l250_st33_e782_se1_ID=44098_1	C2|~blaB1-216_1|blaB1-216_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_67_l250_st33_e782_se1_ID=44098_1	tetM	
C2|~blaB1-381_1|blaB1-381_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_68_l245_st501_e1235_se		C2|~blaB1-381_1|blaB1-381_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_68_l245_st501_e1235_se	C2|~blaB1-381_1|blaB1-381_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_68_l245_st501_e1235_se	tetM	
C2|~blaB1-252_1|blaB1-252_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_75_l246_st952_e1689_se1_ID=978_2		C2|~blaB1-252_1|blaB1-252_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_75_l246_st952_e1689_se1_ID=978_2	C2|~blaB1-379_1|blaB1-379_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_78_l250_st139_e888_se	tetM	
C2|~blaB1-210_1|blaB1-210_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_76_l256_st1276_e2043_se1_ID=21023_3		C2|~blaB1-210_1|blaB1-210_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_76_l256_st1276_e2043_se1_ID=21023_3	C2|~blaB1-210_1|blaB1-210_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_76_l256_st1276_e2043_se1_ID=21023_3	tetM	
C2|~blaB1-210_1|blaB1-210_2|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_83_l248_st908_e1651_se		C2|~blaB1-210_1|blaB1-210_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_76_l256_st1276_e2043_se1_ID=21023_3	C2|~blaB1-210_1|blaB1-210_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_76_l256_st1276_e2043_se1_ID=21023_3	tetM	
C2|~blaB1-382_1|blaB1-382_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_77_l246_st2646_e3383_se		C2|~blaB1-382_1|blaB1-382_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_77_l246_st2646_e3383_se	C2|~blaB1-380_1|blaB1-380_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_23_l270_st220_e1029_se	tetM	
C2|~blaB1-379_1|blaB1-379_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_78_l250_st139_e888_se		C2|~blaB1-379_1|blaB1-379_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_78_l250_st139_e888_se	C2|~blaB1-379_1|blaB1-379_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_78_l250_st139_e888_se	tetM	
C2|~blaB1-141_1|blaB1-141_2|LCP|CocheMiranda_2026|CocheMiranda_2026_4352625_len_268_MetaAn_10		C2|~blaB1-141_1|blaB1-141_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_7_l267_st2266_e3066_se1_ID=15669_3	C2|blaMYO-1|blaB1-31_1|EMV|CARD|WP_081048762.1	tetM	
C2|~blaB1-141_1|blaB1-141_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_7_l267_st2266_e3066_se1_ID=15669_3		C2|~blaB1-141_1|blaB1-141_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_7_l267_st2266_e3066_se1_ID=15669_3	C2|~blaB1-120_2|blaB1-120_2|LCP|CocheMiranda_2026|CocheMiranda_2026_5997888_len_294_MetaAn_7	tetM	
C2|~blaB1-378_1|blaB1-378_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_9_l252_st896_e1651_se		C2|~blaB1-378_1|blaB1-378_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_9_l252_st896_e1651_se	C2|~blaB1-378_1|blaB1-378_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_9_l252_st896_e1651_se	tetM	
C2|~blaB3-481_1|blaB3-481_2|LCP|CocheMiranda_2026|CocheMiranda_2026_6862242_len_293_MetaAn_67		C2|~blaB3-481_1|blaB3-481_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10049269_len_293_MetaAn_67	C2|~blaB3-525_1|blaB3-525_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_62_l291_st6588_e7460_se1_ID=4092_7	tetM	
C2|~blaB3-481_1|blaB3-481_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10049269_len_293_MetaAn_67		C2|~blaB3-481_1|blaB3-481_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10049269_len_293_MetaAn_67	C2|~blaB3-525_1|blaB3-525_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_62_l291_st6588_e7460_se1_ID=4092_7	tetM	
C2|~blaB3-481_1|blaB3-481_3|LCP|CocheMiranda_2026|CocheMiranda_2026_14888104_len_293_MetaAn_67		C2|~blaB3-481_1|blaB3-481_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10049269_len_293_MetaAn_67	C2|~blaB3-525_1|blaB3-525_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_62_l291_st6588_e7460_se1_ID=4092_7	tetM	
C2|~blaB3-481_1|blaB3-481_4|LCP|CocheMiranda_2026|CocheMiranda_2026_13341590_len_293_MetaAn_67		C2|~blaB3-481_1|blaB3-481_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10049269_len_293_MetaAn_67	C2|~blaB3-525_1|blaB3-525_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_62_l291_st6588_e7460_se1_ID=4092_7	tetM	
C2|~blaB3-510_1|blaB3-510_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10256508_len_294_MetaAn_65		C2|~blaB3-510_1|blaB3-510_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10256508_len_294_MetaAn_65	C2|~blaB3-461_1|blaB3-461_1|LCP|CocheMiranda_2026|CocheMiranda_2026_2579854_len_296_MetaAn_62	tetM	
C2|~blaB3-510_1|blaB3-510_4|LCP|CocheMiranda_2026|CocheMiranda_2026_22994402_len_294_MetaAn_65		C2|~blaB3-510_1|blaB3-510_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10256508_len_294_MetaAn_65	C2|~blaB3-461_1|blaB3-461_1|LCP|CocheMiranda_2026|CocheMiranda_2026_2579854_len_296_MetaAn_62	tetM	
C2|~blaB3-510_1|blaB3-510_2|LCP|CocheMiranda_2026|CocheMiranda_2026_34577909_len_294_MetaAn_65		C2|~blaB3-510_1|blaB3-510_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10256508_len_294_MetaAn_65	C2|~blaB3-461_1|blaB3-461_1|LCP|CocheMiranda_2026|CocheMiranda_2026_2579854_len_296_MetaAn_62	tetM	
C2|~blaB3-510_1|blaB3-510_5|LCP|CocheMiranda_2026|CocheMiranda_2026_21091_len_294_MetaAn_65		C2|~blaB3-510_1|blaB3-510_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10256508_len_294_MetaAn_65	C2|~blaB3-461_1|blaB3-461_1|LCP|CocheMiranda_2026|CocheMiranda_2026_2579854_len_296_MetaAn_62	tetM	
C2|~blaB3-510_1|blaB3-510_6|LCP|CocheMiranda_2026|CocheMiranda_2026_24071098_len_294_MetaAn_65		C2|~blaB3-510_1|blaB3-510_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10256508_len_294_MetaAn_65	C2|~blaB3-461_1|blaB3-461_1|LCP|CocheMiranda_2026|CocheMiranda_2026_2579854_len_296_MetaAn_62	tetM	
C2|~blaB3-510_1|blaB3-510_3|LCP|CocheMiranda_2026|CocheMiranda_2026_31069678_len_294_MetaAn_65		C2|~blaB3-510_1|blaB3-510_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10256508_len_294_MetaAn_65	C2|~blaB3-461_1|blaB3-461_1|LCP|CocheMiranda_2026|CocheMiranda_2026_2579854_len_296_MetaAn_62	tetM	
C2|~blaB3-510_1|blaB3-510_7|LCP|CocheMiranda_2026|CocheMiranda_2026_15479107_len_294_MetaAn_65		C2|~blaB3-510_1|blaB3-510_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10256508_len_294_MetaAn_65	C2|~blaB3-461_1|blaB3-461_1|LCP|CocheMiranda_2026|CocheMiranda_2026_2579854_len_296_MetaAn_62	tetM	
C2|~blaB3-197_1|blaB3-197_6|LCP|CocheMiranda_2026|CocheMiranda_2026_4376274_len_309_MetaAn_47		C2|~blaB3-197_1|blaB3-197_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10259042_len_309_MetaAn_47	C2|~blaB3-197_1|blaB3-197_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10259042_len_309_MetaAn_47	tetM	
C2|~blaB3-197_1|blaB3-197_7|LCP|CocheMiranda_2026|CocheMiranda_2026_17144641_len_309_MetaAn_47		C2|~blaB3-197_1|blaB3-197_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10259042_len_309_MetaAn_47	C2|~blaB3-197_1|blaB3-197_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10259042_len_309_MetaAn_47	tetM	
C2|~blaB3-197_1|blaB3-197_3|LCP|CocheMiranda_2026|CocheMiranda_2026_8002516_len_309_MetaAn_47		C2|~blaB3-197_1|blaB3-197_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10259042_len_309_MetaAn_47	C2|~blaB3-197_1|blaB3-197_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10259042_len_309_MetaAn_47	tetM	
C2|~blaB3-197_1|blaB3-197_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10259042_len_309_MetaAn_47		C2|~blaB3-197_1|blaB3-197_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10259042_len_309_MetaAn_47	C2|~blaB3-197_1|blaB3-197_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10259042_len_309_MetaAn_47	tetM	
C2|~blaB3-197_1|blaB3-197_5|LCP|CocheMiranda_2026|CocheMiranda_2026_5112118_len_309_MetaAn_47		C2|~blaB3-197_1|blaB3-197_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10259042_len_309_MetaAn_47	C2|~blaB3-197_1|blaB3-197_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10259042_len_309_MetaAn_47	tetM	
C2|~blaB3-197_1|blaB3-197_2|LCP|CocheMiranda_2026|CocheMiranda_2026_919119_len_309_MetaAn_53		C2|~blaB3-197_1|blaB3-197_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10259042_len_309_MetaAn_47	C2|~blaB3-197_1|blaB3-197_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10259042_len_309_MetaAn_47	tetM	
C2|~blaB3-197_1|blaB3-197_4|LCP|CocheMiranda_2026|CocheMiranda_2026_8002515_len_309_MetaAn_47		C2|~blaB3-197_1|blaB3-197_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10259042_len_309_MetaAn_47	C2|~blaB3-197_1|blaB3-197_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10259042_len_309_MetaAn_47	tetM	
C2|~blaB3-423_1|blaB3-423_12|LCP|CocheMiranda_2026|CocheMiranda_2026_19584417_len_292_MetaAn_8		C2|~blaB3-423_1|blaB3-423_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10395901_len_313_MetaAn_8	C2|~blaB3-423_1|blaB3-423_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10395901_len_313_MetaAn_8	tetM	
C2|~blaB3-423_1|blaB3-423_3|LCP|CocheMiranda_2026|CocheMiranda_2026_1063349_len_313_MetaAn_8		C2|~blaB3-423_1|blaB3-423_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10395901_len_313_MetaAn_8	C2|~blaB3-423_1|blaB3-423_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10395901_len_313_MetaAn_8	tetM	
C2|~blaB3-423_1|blaB3-423_14|LCP|CocheMiranda_2026|CocheMiranda_2026_1631640_len_310_MetaAn_8		C2|~blaB3-423_1|blaB3-423_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10395901_len_313_MetaAn_8	C2|~blaB3-423_1|blaB3-423_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10395901_len_313_MetaAn_8	tetM	
C2|~blaB3-423_1|blaB3-423_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10395901_len_313_MetaAn_8		C2|~blaB3-423_1|blaB3-423_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10395901_len_313_MetaAn_8	C2|~blaB3-423_1|blaB3-423_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10395901_len_313_MetaAn_8	tetM	
C2|~blaB3-423_1|blaB3-423_6|LCP|CocheMiranda_2026|CocheMiranda_2026_63491_len_306_MetaAn_8		C2|~blaB3-423_1|blaB3-423_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10395901_len_313_MetaAn_8	C2|~blaB3-423_1|blaB3-423_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10395901_len_313_MetaAn_8	tetM	
C2|~blaB3-423_1|blaB3-423_2|LCP|CocheMiranda_2026|CocheMiranda_2026_2629388_len_313_MetaAn_8		C2|~blaB3-423_1|blaB3-423_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10395901_len_313_MetaAn_8	C2|~blaB3-423_1|blaB3-423_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10395901_len_313_MetaAn_8	tetM	
C2|~blaB3-423_1|blaB3-423_9|LCP|CocheMiranda_2026|CocheMiranda_2026_22261173_len_313_MetaAn_8		C2|~blaB3-423_1|blaB3-423_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10395901_len_313_MetaAn_8	C2|~blaB3-423_1|blaB3-423_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10395901_len_313_MetaAn_8	tetM	
C2|~blaB3-423_1|blaB3-423_10|LCP|CocheMiranda_2026|CocheMiranda_2026_18038179_len_293_MetaAn_8		C2|~blaB3-423_1|blaB3-423_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10395901_len_313_MetaAn_8	C2|~blaB3-423_1|blaB3-423_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10395901_len_313_MetaAn_8	tetM	
C2|~blaB3-423_1|blaB3-423_5|LCP|CocheMiranda_2026|CocheMiranda_2026_8487312_len_313_MetaAn_8		C2|~blaB3-423_1|blaB3-423_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10395901_len_313_MetaAn_8	C2|~blaB3-423_1|blaB3-423_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10395901_len_313_MetaAn_8	tetM	
C2|~blaB3-423_1|blaB3-423_8|LCP|CocheMiranda_2026|CocheMiranda_2026_2631603_len_293_MetaAn_8		C2|~blaB3-423_1|blaB3-423_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10395901_len_313_MetaAn_8	C2|~blaB3-423_1|blaB3-423_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10395901_len_313_MetaAn_8	tetM	
C2|~blaB3-423_1|blaB3-423_13|LCP|CocheMiranda_2026|CocheMiranda_2026_7267855_len_310_MetaAn_8		C2|~blaB3-423_1|blaB3-423_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10395901_len_313_MetaAn_8	C2|~blaB3-423_1|blaB3-423_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10395901_len_313_MetaAn_8	tetM	
C2|~blaB3-423_1|blaB3-423_11|LCP|CocheMiranda_2026|CocheMiranda_2026_8491652_len_293_MetaAn_8		C2|~blaB3-423_1|blaB3-423_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10395901_len_313_MetaAn_8	C2|~blaB3-423_1|blaB3-423_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10395901_len_313_MetaAn_8	tetM	
C2|~blaB3-423_1|blaB3-423_4|LCP|CocheMiranda_2026|CocheMiranda_2026_3120883_len_295_MetaAn_8		C2|~blaB3-423_1|blaB3-423_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10395901_len_313_MetaAn_8	C2|~blaB3-423_1|blaB3-423_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10395901_len_313_MetaAn_8	tetM	
C2|~blaB3-423_1|blaB3-423_7|LCP|CocheMiranda_2026|CocheMiranda_2026_399000_len_313_MetaAn_8		C2|~blaB3-423_1|blaB3-423_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10395901_len_313_MetaAn_8	C2|~blaB3-423_1|blaB3-423_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10395901_len_313_MetaAn_8	tetM	
C2|~blaB3-177_1|blaB3-177_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10397942_len_340_MetaAn_63		C2|~blaB3-177_1|blaB3-177_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10397942_len_340_MetaAn_63	C2|~blaB3-170_1|blaB3-170_1|LCP|CocheMiranda_2026|CocheMiranda_2026_1815354_len_342_MetaAn_63	tetM	
C2|~blaB3-379_1|blaB3-379_5|LCP|CocheMiranda_2026|CocheMiranda_2026_4884821_len_309_MetaAn_4		C2|~blaB3-379_1|blaB3-379_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10445328_len_309_MetaAn_4	C2|~blaB3-906_1|blaB3-906_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_63_l301_st546_e1448_se	tetM	
C2|~blaB3-379_1|blaB3-379_9|LCP|CocheMiranda_2026|CocheMiranda_2026_2983894_len_309_MetaAn_4		C2|~blaB3-379_1|blaB3-379_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10445328_len_309_MetaAn_4	C2|~blaB3-906_1|blaB3-906_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_63_l301_st546_e1448_se	tetM	
C2|~blaB3-379_1|blaB3-379_8|LCP|CocheMiranda_2026|CocheMiranda_2026_10760663_len_309_MetaAn_4		C2|~blaB3-379_1|blaB3-379_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10445328_len_309_MetaAn_4	C2|~blaB3-906_1|blaB3-906_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_63_l301_st546_e1448_se	tetM	
C2|~blaB3-379_1|blaB3-379_6|LCP|CocheMiranda_2026|CocheMiranda_2026_1745123_len_309_MetaAn_4		C2|~blaB3-379_1|blaB3-379_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10445328_len_309_MetaAn_4	C2|~blaB3-906_1|blaB3-906_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_63_l301_st546_e1448_se	tetM	
C2|~blaB3-379_1|blaB3-379_3|LCP|CocheMiranda_2026|CocheMiranda_2026_8095288_len_309_MetaAn_4		C2|~blaB3-379_1|blaB3-379_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10445328_len_309_MetaAn_4	C2|~blaB3-906_1|blaB3-906_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_63_l301_st546_e1448_se	tetM	
C2|~blaB3-379_1|blaB3-379_7|LCP|CocheMiranda_2026|CocheMiranda_2026_11276147_len_309_MetaAn_4		C2|~blaB3-379_1|blaB3-379_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10445328_len_309_MetaAn_4	C2|~blaB3-906_1|blaB3-906_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_63_l301_st546_e1448_se	tetM	
C2|~blaB3-379_1|blaB3-379_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10445328_len_309_MetaAn_4		C2|~blaB3-379_1|blaB3-379_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10445328_len_309_MetaAn_4	C2|~blaB3-906_1|blaB3-906_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_63_l301_st546_e1448_se	tetM	
C2|~blaB3-379_1|blaB3-379_2|LCP|CocheMiranda_2026|CocheMiranda_2026_8966984_len_309_MetaAn_4		C2|~blaB3-379_1|blaB3-379_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10445328_len_309_MetaAn_4	C2|~blaB3-906_1|blaB3-906_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_63_l301_st546_e1448_se	tetM	
C2|~blaB3-379_1|blaB3-379_10|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_4_l300_st596_e1495_se1_ID=1370_1		C2|~blaB3-379_1|blaB3-379_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10445328_len_309_MetaAn_4	C2|~blaB3-906_1|blaB3-906_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_63_l301_st546_e1448_se	tetM	
C2|~blaB3-379_1|blaB3-379_4|LCP|CocheMiranda_2026|CocheMiranda_2026_728472_len_309_MetaAn_4		C2|~blaB3-379_1|blaB3-379_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10445328_len_309_MetaAn_4	C2|~blaB3-906_1|blaB3-906_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_63_l301_st546_e1448_se	tetM	
C2|~blaB3-188_1|blaB3-188_2|LCP|CocheMiranda_2026|CocheMiranda_2026_3149943_len_305_MetaAn_58		C2|~blaB3-188_1|blaB3-188_1|LCP|CocheMiranda_2026|CocheMiranda_2026_1093953_len_310_MetaAn_58	C2|blaCRD3-1|blaB3-34_1|ECV|CARD|WP_122630831.1	tetM	
C2|~blaB3-188_1|blaB3-188_1|LCP|CocheMiranda_2026|CocheMiranda_2026_1093953_len_310_MetaAn_58		C2|~blaB3-188_1|blaB3-188_1|LCP|CocheMiranda_2026|CocheMiranda_2026_1093953_len_310_MetaAn_58	C2|blaCRD3-1|blaB3-34_1|ECV|CARD|WP_122630831.1	tetM	
C2|~blaB3-647_1|blaB3-647_7|LCP|CocheMiranda_2026|CocheMiranda_2026_11317061_len_282_MetaAn_63		C2|~blaB3-647_1|blaB3-647_1|LCP|CocheMiranda_2026|CocheMiranda_2026_11081746_len_282_MetaAn_63	C2|~blaB3-647_1|blaB3-647_1|LCP|CocheMiranda_2026|CocheMiranda_2026_11081746_len_282_MetaAn_63	tetM	
C2|~blaB3-647_1|blaB3-647_5|LCP|CocheMiranda_2026|CocheMiranda_2026_14905435_len_282_MetaAn_63		C2|~blaB3-647_1|blaB3-647_1|LCP|CocheMiranda_2026|CocheMiranda_2026_11081746_len_282_MetaAn_63	C2|~blaB3-647_1|blaB3-647_1|LCP|CocheMiranda_2026|CocheMiranda_2026_11081746_len_282_MetaAn_63	tetM	
C2|~blaB3-647_1|blaB3-647_4|LCP|CocheMiranda_2026|CocheMiranda_2026_2032487_len_282_MetaAn_63		C2|~blaB3-647_1|blaB3-647_1|LCP|CocheMiranda_2026|CocheMiranda_2026_11081746_len_282_MetaAn_63	C2|~blaB3-647_1|blaB3-647_1|LCP|CocheMiranda_2026|CocheMiranda_2026_11081746_len_282_MetaAn_63	tetM	
C2|~blaB3-647_1|blaB3-647_2|LCP|CocheMiranda_2026|CocheMiranda_2026_2515412_len_282_MetaAn_63		C2|~blaB3-647_1|blaB3-647_1|LCP|CocheMiranda_2026|CocheMiranda_2026_11081746_len_282_MetaAn_63	C2|~blaB3-647_1|blaB3-647_1|LCP|CocheMiranda_2026|CocheMiranda_2026_11081746_len_282_MetaAn_63	tetM	
C2|~blaB3-647_1|blaB3-647_1|LCP|CocheMiranda_2026|CocheMiranda_2026_11081746_len_282_MetaAn_63		C2|~blaB3-647_1|blaB3-647_1|LCP|CocheMiranda_2026|CocheMiranda_2026_11081746_len_282_MetaAn_63	C2|~blaB3-647_1|blaB3-647_1|LCP|CocheMiranda_2026|CocheMiranda_2026_11081746_len_282_MetaAn_63	tetM	
C2|~blaB3-647_1|blaB3-647_3|LCP|CocheMiranda_2026|CocheMiranda_2026_24459823_len_282_MetaAn_63		C2|~blaB3-647_1|blaB3-647_1|LCP|CocheMiranda_2026|CocheMiranda_2026_11081746_len_282_MetaAn_63	C2|~blaB3-647_1|blaB3-647_1|LCP|CocheMiranda_2026|CocheMiranda_2026_11081746_len_282_MetaAn_63	tetM	
C2|~blaB3-647_1|blaB3-647_6|LCP|CocheMiranda_2026|CocheMiranda_2026_12816200_len_282_MetaAn_63		C2|~blaB3-647_1|blaB3-647_1|LCP|CocheMiranda_2026|CocheMiranda_2026_11081746_len_282_MetaAn_63	C2|~blaB3-647_1|blaB3-647_1|LCP|CocheMiranda_2026|CocheMiranda_2026_11081746_len_282_MetaAn_63	tetM	
C2|~blaB3-668_1|blaB3-668_1|LCP|CocheMiranda_2026|CocheMiranda_2026_1120342_len_281_MetaAn_59		C2|~blaB3-668_1|blaB3-668_1|LCP|CocheMiranda_2026|CocheMiranda_2026_1120342_len_281_MetaAn_59	C2|~blaB3-915_1|blaB3-915_1|LCP|CocheMiranda_2026|CocheMiranda_2026_SPA_MetaAn_77_l293_st1508_e2386_se	tetM	
C2|~blaB3-490_1|blaB3-490_5|LCP|CocheMiranda_2026|CocheMiranda_2026_12828681_len_293_MetaAn_9		C2|~blaB3-490_1|blaB3-490_1|LCP|CocheMiranda_2026|CocheMiranda_2026_1171896_len_293_MetaAn_9	C2|~blaB3-423_1|blaB3-423_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10395901_len_313_MetaAn_8	tetM	
C2|~blaB3-490_1|blaB3-490_6|LCP|CocheMiranda_2026|CocheMiranda_2026_15886999_len_293_MetaAn_9		C2|~blaB3-490_1|blaB3-490_1|LCP|CocheMiranda_2026|CocheMiranda_2026_1171896_len_293_MetaAn_9	C2|~blaB3-423_1|blaB3-423_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10395901_len_313_MetaAn_8	tetM	
C2|~blaB3-490_1|blaB3-490_2|LCP|CocheMiranda_2026|CocheMiranda_2026_7969038_len_293_MetaAn_9		C2|~blaB3-490_1|blaB3-490_1|LCP|CocheMiranda_2026|CocheMiranda_2026_1171896_len_293_MetaAn_9	C2|~blaB3-423_1|blaB3-423_1|LCP|CocheMiranda_2026|CocheMiranda_2026_10395901_len_313_MetaAn_8	tetM	
